id,full_name,first_name,last_name,is_active,headshot_url
76893,George Grimshaw,George,Grimshaw,False,https://cdn.nba.com/headshots/nba/latest/260x190/76893.png
76894,Dick Groat,Dick,Groat,False,https://cdn.nba.com/headshots/nba/latest/260x190/76894.png
76895,Bob Gross,Bob,Gross,False,https://cdn.nba.com/headshots/nba/latest/260x190/76895.png
76896,Jerry Grote,Jerry,Grote,False,https://cdn.nba.com/headshots/nba/latest/260x190/76896.png
76897,Alex Groza,Alex,Groza,False,https://cdn.nba.com/headshots/nba/latest/260x190/76897.png
101219,Anthony Grundy,Anthony,Grundy,False,https://cdn.nba.com/headshots/nba/latest/260x190/101219.png
76899,Ernie Grunfeld,Ernie,Grunfeld,False,https://cdn.nba.com/headshots/nba/latest/260x190/76899.png
76900,Gene Guarilia,Gene,Guarilia,False,https://cdn.nba.com/headshots/nba/latest/260x190/76900.png
76901,Petur Gudmundsson,Petur,Gudmundsson,False,https://cdn.nba.com/headshots/nba/latest/260x190/76901.png
1629741,Marko Guduric,Marko,Guduric,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629741.png
76902,Richie Guerin,Richie,Guerin,False,https://cdn.nba.com/headshots/nba/latest/260x190/76902.png
1631243,Mouhamed Gueye,Mouhamed,Gueye,True,https://cdn.nba.com/headshots/nba/latest/260x190/1631243.png
339,Tom Gugliotta,Tom,Gugliotta,False,https://cdn.nba.com/headshots/nba/latest/260x190/339.png
76903,Andres Guibert,Andres,Guibert,False,https://cdn.nba.com/headshots/nba/latest/260x190/76903.png
76904,Jay Guidinger,Jay,Guidinger,False,https://cdn.nba.com/headshots/nba/latest/260x190/76904.png
76905,Coulby Gunther,Coulby,Gunther,False,https://cdn.nba.com/headshots/nba/latest/260x190/76905.png
76906,Dave Gunther,Dave,Gunther,False,https://cdn.nba.com/headshots/nba/latest/260x190/76906.png
76907,Al Guokas,Al,Guokas,False,https://cdn.nba.com/headshots/nba/latest/260x190/76907.png
76908,Matt Guokas,Matt,Guokas,False,https://cdn.nba.com/headshots/nba/latest/260x190/76908.png
76909,Matt Guokas,Matt,Guokas,False,https://cdn.nba.com/headshots/nba/latest/260x190/76909.png
203268,Jorge Gutierrez,Jorge,Gutierrez,False,https://cdn.nba.com/headshots/nba/latest/260x190/203268.png
1629657,Kyle Guy,Kyle,Guy,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629657.png
2062,A.J. Guyton,A.J.,Guyton,False,https://cdn.nba.com/headshots/nba/latest/260x190/2062.png
2775,Ha Seung-jin,,Ha Seung-jin,False,https://cdn.nba.com/headshots/nba/latest/260x190/2775.png
1629060,Rui Hachimura,Rui,Hachimura,True,https://cdn.nba.com/headshots/nba/latest/260x190/1629060.png
76910,Rudy Hackett,Rudy,Hackett,False,https://cdn.nba.com/headshots/nba/latest/260x190/76910.png
201632,Hamed Haddadi,Hamed,Haddadi,False,https://cdn.nba.com/headshots/nba/latest/260x190/201632.png
76911,Scott Haffner,Scott,Haffner,False,https://cdn.nba.com/headshots/nba/latest/260x190/76911.png
76912,Cliff Hagan,Cliff,Hagan,False,https://cdn.nba.com/headshots/nba/latest/260x190/76912.png
76913,Glenn Hagan,Glenn,Hagan,False,https://cdn.nba.com/headshots/nba/latest/260x190/76913.png
1630204,Ashton Hagans,Ashton,Hagans,False,https://cdn.nba.com/headshots/nba/latest/260x190/1630204.png
